Date,Currency,ExchangeRate
2020-08-16,SEK,10.287375
2020-08-17,SEK,10.309879
2020-08-18,SEK,10.312558
2020-08-19,SEK,10.304694
2020-08-20,SEK,10.327916
2020-08-21,SEK,10.391187
2020-08-22,SEK,10.390745
2020-08-23,SEK,10.344282
2020-08-24,SEK,10.366274
2020-08-25,SEK,10.362145
2020-08-26,SEK,10.316481
2020-08-27,SEK,10.311966
2020-08-28,SEK,10.283903
2020-08-29,SEK,10.283903
2020-08-30,SEK,10.276328
2020-08-31,SEK,10.329438
2020-09-01,SEK,10.343644
2020-09-02,SEK,10.336244
2020-09-03,SEK,10.354372
2020-09-04,SEK,10.350732
2020-09-05,SEK,10.350732
2020-09-06,SEK,10.345754
2020-09-07,SEK,10.362522
2020-09-08,SEK,10.396908
2020-09-09,SEK,10.32064
2020-09-10,SEK,10.366413
2020-09-11,SEK,10.380826
2020-09-12,SEK,10.382491
2020-09-13,SEK,10.400668
2020-09-14,SEK,10.411792
2020-09-15,SEK,10.416804
2020-09-16,SEK,10.397045
2020-09-17,SEK,10.390844
2020-09-18,SEK,10.354131
2020-09-19,SEK,10.3547
2020-09-20,SEK,10.397666
2020-09-21,SEK,10.416731
2020-09-22,SEK,10.436387
2020-09-23,SEK,10.506305
2020-09-24,SEK,10.62694
2020-09-25,SEK,10.624425
2020-09-26,SEK,10.624927
2020-09-27,SEK,10.614985
2020-09-28,SEK,10.555907
2020-09-29,SEK,10.529004
2020-09-30,SEK,10.496003
2020-10-01,SEK,10.480007
2020-10-02,SEK,10.46574
2020-10-03,SEK,10.465874
2020-10-04,SEK,10.471437
2020-10-05,SEK,10.481652
2020-10-06,SEK,10.509771
2020-10-07,SEK,10.451977
2020-10-08,SEK,10.419464
2020-10-09,SEK,10.391982
2020-10-10,SEK,10.393343
2020-10-11,SEK,10.398603
2020-10-12,SEK,10.392248
2020-10-13,SEK,10.373404
2020-10-14,SEK,10.371792
2020-10-15,SEK,10.383991
2020-10-16,SEK,10.380937
2020-10-17,SEK,10.37964
2020-10-18,SEK,10.363579
2020-10-19,SEK,10.392257
2020-10-20,SEK,10.342375
2020-10-21,SEK,10.357613
2020-10-22,SEK,10.353571
2020-10-23,SEK,10.376143
2020-10-24,SEK,10.378069
2020-10-25,SEK,10.386333
2020-10-26,SEK,10.32575
2020-10-27,SEK,10.293737
2020-10-28,SEK,10.394406
2020-10-29,SEK,10.418901
2020-10-30,SEK,10.32913
2020-10-31,SEK,10.330967
2020-11-01,SEK,10.391719
2020-11-02,SEK,10.365637
2020-11-03,SEK,10.344162
2020-11-04,SEK,10.306124
2020-11-05,SEK,10.286127
2020-11-06,SEK,10.262209
2020-11-07,SEK,10.262425
2020-11-08,SEK,10.27573
2020-11-09,SEK,10.192029
2020-11-10,SEK,10.189672
2020-11-11,SEK,10.170303
2020-11-12,SEK,10.199454
2020-11-13,SEK,10.286967
2020-11-14,SEK,10.286849
2020-11-15,SEK,10.270773
2020-11-16,SEK,10.216546
2020-11-17,SEK,10.232349
2020-11-18,SEK,10.193765
2020-11-19,SEK,10.21176
2020-11-20,SEK,10.223017
2020-11-21,SEK,10.223144
2020-11-22,SEK,10.212182
2020-11-23,SEK,10.216592
2020-11-24,SEK,10.160378
2020-11-25,SEK,10.130237
2020-11-26,SEK,10.155276
2020-11-27,SEK,10.16209
2020-11-28,SEK,10.162727
2020-11-29,SEK,10.192283
2020-11-30,SEK,10.231653
2020-12-01,SEK,10.237242
2020-12-02,SEK,10.259963
2020-12-03,SEK,10.266225
2020-12-04,SEK,10.251827
2020-12-05,SEK,10.251827
2020-12-06,SEK,10.256857
2020-12-07,SEK,10.170153
2020-12-08,SEK,10.256234
2020-12-09,SEK,10.257459
2020-12-10,SEK,10.246165
2020-12-11,SEK,10.24645
2020-12-12,SEK,10.246535
2020-12-13,SEK,10.226518
2020-12-14,SEK,10.206476
2020-12-15,SEK,10.181986
2020-12-16,SEK,10.191816
2020-12-17,SEK,10.15175
2020-12-18,SEK,10.118601
2020-12-19,SEK,10.118601
2020-12-20,SEK,10.127096
2020-12-21,SEK,10.095622
2020-12-22,SEK,10.156804
2020-12-23,SEK,10.101857
2020-12-24,SEK,10.073622
2020-12-25,SEK,10.098909
2020-12-26,SEK,10.098909
2020-12-27,SEK,10.074175
2020-12-28,SEK,10.129703
2020-12-29,SEK,10.056374
2020-12-30,SEK,10.079387
2020-12-31,SEK,10.050855
2021-01-01,SEK,10.068538
2021-01-02,SEK,10.034782
2021-01-03,SEK,10.044809
2021-01-04,SEK,10.101033
2021-01-05,SEK,10.061826
2021-01-06,SEK,10.065653
2021-01-07,SEK,10.049978
2021-01-08,SEK,10.072621
2021-01-09,SEK,10.078398
2021-01-10,SEK,10.068581
2021-01-11,SEK,10.090128
2021-01-12,SEK,10.062164
2021-01-13,SEK,10.145418
2021-01-14,SEK,10.093278
2021-01-15,SEK,10.156324
2021-01-16,SEK,10.138566
2021-01-17,SEK,10.126195
2021-01-18,SEK,10.135045
2021-01-19,SEK,10.099521
2021-01-20,SEK,10.108091
2021-01-21,SEK,10.068095
2021-01-22,SEK,10.102887
2021-01-23,SEK,10.102887
2021-01-24,SEK,10.108996
2021-01-25,SEK,10.067772
2021-01-26,SEK,10.094064
2021-01-27,SEK,10.125669
2021-01-28,SEK,10.10909
2021-01-29,SEK,10.146722
2021-01-30,SEK,10.147011
2021-01-31,SEK,10.150234
2021-02-01,SEK,10.162738
2021-02-02,SEK,10.114146
2021-02-03,SEK,10.11985
2021-02-04,SEK,10.122491
2021-02-05,SEK,10.088429
2021-02-06,SEK,10.088429
2021-02-07,SEK,10.101173
2021-02-08,SEK,10.114384
2021-02-09,SEK,10.085159
2021-02-10,SEK,10.08709
2021-02-11,SEK,10.104883
2021-02-12,SEK,10.062633
2021-02-13,SEK,10.063287
2021-02-14,SEK,10.064845
2021-02-15,SEK,10.044781
2021-02-16,SEK,10.031974
2021-02-17,SEK,10.02774
2021-02-18,SEK,10.056296
2021-02-19,SEK,10.030592
2021-02-20,SEK,10.030882
2021-02-21,SEK,10.032124
2021-02-22,SEK,10.069148
2021-02-23,SEK,10.06255
2021-02-24,SEK,10.070782
2021-02-25,SEK,10.092222
2021-02-26,SEK,10.186438
2021-02-27,SEK,10.186456
2021-02-28,SEK,10.185142
2021-03-01,SEK,10.160028
2021-03-02,SEK,10.137736
2021-03-03,SEK,10.154162
2021-03-04,SEK,10.168608
2021-03-05,SEK,10.165944
2021-03-06,SEK,10.165944
2021-03-07,SEK,10.173532
2021-03-08,SEK,10.168638
2021-03-09,SEK,10.121663
2021-03-10,SEK,10.114641
2021-03-11,SEK,10.135852
2021-03-12,SEK,10.131899
2021-03-13,SEK,10.131759
2021-03-14,SEK,10.148838
2021-03-15,SEK,10.155037
2021-03-16,SEK,10.113164
2021-03-17,SEK,10.125612
2021-03-18,SEK,10.153671
2021-03-19,SEK,10.136832
2021-03-20,SEK,10.136832
2021-03-21,SEK,10.166887
2021-03-22,SEK,10.157806
2021-03-23,SEK,10.18538
2021-03-24,SEK,10.171257
2021-03-25,SEK,10.184098
2021-03-26,SEK,10.190538
2021-03-27,SEK,10.190538
2021-03-28,SEK,10.19885
2021-03-29,SEK,10.226092
2021-03-30,SEK,10.237075
2021-03-31,SEK,10.240305
2021-04-01,SEK,10.262146
2021-04-02,SEK,10.259037
2021-04-03,SEK,10.25799
2021-04-04,SEK,10.259459
2021-04-05,SEK,10.280118
2021-04-06,SEK,10.22959
2021-04-07,SEK,10.239918
2021-04-08,SEK,10.171469
2021-04-09,SEK,10.159472
2021-04-10,SEK,10.162758
2021-04-11,SEK,10.163481
2021-04-12,SEK,10.216993
2021-04-13,SEK,10.171152
2021-04-14,SEK,10.143198
2021-04-15,SEK,10.112469
2021-04-16,SEK,10.107971
2021-04-17,SEK,10.107134
2021-04-18,SEK,10.112502
2021-04-19,SEK,10.109821
2021-04-20,SEK,10.152255
2021-04-21,SEK,10.116479
2021-04-22,SEK,10.131507
2021-04-23,SEK,10.144955
2021-04-24,SEK,10.143823
2021-04-25,SEK,10.143432
2021-04-26,SEK,10.129448
2021-04-27,SEK,10.124063
2021-04-28,SEK,10.115923
2021-04-29,SEK,10.14495
2021-04-30,SEK,10.179555
2021-05-01,SEK,10.168884
2021-05-02,SEK,10.179468
2021-05-03,SEK,10.154468
2021-05-04,SEK,10.192588
2021-05-05,SEK,10.188407
2021-05-06,SEK,10.167213
2021-05-07,SEK,10.10462
2021-05-08,SEK,10.104924
2021-05-09,SEK,10.109843
2021-05-10,SEK,10.122546
2021-05-11,SEK,10.1062
2021-05-12,SEK,10.174708
2021-05-13,SEK,10.151859
2021-05-14,SEK,10.127054
2021-05-15,SEK,10.128284
2021-05-16,SEK,10.111626
2021-05-17,SEK,10.126179
2021-05-18,SEK,10.124904
2021-05-19,SEK,10.170909
2021-05-20,SEK,10.149803
2021-05-21,SEK,10.146433
2021-05-22,SEK,10.146433
2021-05-23,SEK,10.137692
2021-05-24,SEK,10.152029
2021-05-25,SEK,10.113922
2021-05-26,SEK,10.138276
2021-05-27,SEK,10.094906
2021-05-28,SEK,10.130099
2021-05-29,SEK,10.13012
2021-05-30,SEK,10.12402
2021-05-31,SEK,10.134875
2021-06-01,SEK,10.107349
2021-06-02,SEK,10.098544
2021-06-03,SEK,10.106416
2021-06-04,SEK,10.066023
2021-06-05,SEK,10.065436
2021-06-06,SEK,10.069375
2021-06-07,SEK,10.06942
2021-06-08,SEK,10.070689
2021-06-09,SEK,10.065894
2021-06-10,SEK,10.044364
2021-06-11,SEK,10.083335
2021-06-12,SEK,10.083335
2021-06-13,SEK,10.074528
2021-06-14,SEK,10.087398
2021-06-15,SEK,10.093142
2021-06-16,SEK,10.147908
2021-06-17,SEK,10.185664
2021-06-18,SEK,10.213417
2021-06-19,SEK,10.21415
2021-06-20,SEK,10.216645
2021-06-21,SEK,10.169904
2021-06-22,SEK,10.125886
2021-06-23,SEK,10.119636
2021-06-24,SEK,10.113044
2021-06-25,SEK,10.138519
2021-06-26,SEK,10.13733
2021-06-27,SEK,10.138039
2021-06-28,SEK,10.154134
2021-06-29,SEK,10.147715
2021-06-30,SEK,10.141802
2021-07-01,SEK,10.160394
2021-07-02,SEK,10.129284
2021-07-03,SEK,10.135667
2021-07-04,SEK,10.136429
2021-07-05,SEK,10.149163
2021-07-06,SEK,10.166035
2021-07-07,SEK,10.17675
2021-07-08,SEK,10.184311
2021-07-09,SEK,10.176314
2021-07-10,SEK,10.27111
2021-07-11,SEK,10.189971
2021-07-12,SEK,10.18689
2021-07-13,SEK,10.18784
2021-07-14,SEK,10.203794
2021-07-15,SEK,10.234094
2021-07-16,SEK,10.251932
2021-07-17,SEK,10.247335
2021-07-18,SEK,10.249076
2021-07-19,SEK,10.246298
2021-07-20,SEK,10.246058
2021-07-21,SEK,10.243517
2021-07-22,SEK,10.219402
2021-07-23,SEK,10.228903
2021-07-24,SEK,10.224062
2021-07-25,SEK,10.233979
2021-07-26,SEK,10.183799
2021-07-27,SEK,10.188709
2021-07-28,SEK,10.173204
2021-07-29,SEK,10.167412
2021-07-30,SEK,10.197652
2021-07-31,SEK,10.198094
2021-08-01,SEK,10.193334
2021-08-02,SEK,10.201051
2021-08-03,SEK,10.211175
2021-08-04,SEK,10.183301
2021-08-05,SEK,10.187335
2021-08-06,SEK,10.197415
2021-08-07,SEK,10.192367
2021-08-08,SEK,10.192758
2021-08-09,SEK,10.213823
2021-08-10,SEK,10.213682
2021-08-11,SEK,10.193867
2021-08-12,SEK,10.19198
2021-08-13,SEK,10.184455
2021-08-14,SEK,10.188378
2021-08-15,SEK,10.181967
2021-08-16,SEK,10.184992
2020-08-16,PLN,4.3972
2020-08-17,PLN,4.394445
2020-08-18,PLN,4.377838
2020-08-19,PLN,4.401521
2020-08-20,PLN,4.383161
2020-08-21,PLN,4.415527
2020-08-22,PLN,4.41534
2020-08-23,PLN,4.411605
2020-08-24,PLN,4.394208
2020-08-25,PLN,4.39872
2020-08-26,PLN,4.412668
2020-08-27,PLN,4.41028
2020-08-28,PLN,4.38807
2020-08-29,PLN,4.38807
2020-08-30,PLN,4.38707
2020-08-31,PLN,4.397217
2020-09-01,PLN,4.388883
2020-09-02,PLN,4.413193
2020-09-03,PLN,4.436144
2020-09-04,PLN,4.45656
2020-09-05,PLN,4.45656
2020-09-06,PLN,4.464044
2020-09-07,PLN,4.435467
2020-09-08,PLN,4.452718
2020-09-09,PLN,4.44055
2020-09-10,PLN,4.451724
2020-09-11,PLN,4.447611
2020-09-12,PLN,4.448324
2020-09-13,PLN,4.449082
2020-09-14,PLN,4.446303
2020-09-15,PLN,4.455607
2020-09-16,PLN,4.450333
2020-09-17,PLN,4.454732
2020-09-18,PLN,4.459808
2020-09-19,PLN,4.460053
2020-09-20,PLN,4.458799
2020-09-21,PLN,4.494563
2020-09-22,PLN,4.483852
2020-09-23,PLN,4.513665
2020-09-24,PLN,4.551354
2020-09-25,PLN,4.550185
2020-09-26,PLN,4.5504
2020-09-27,PLN,4.551399
2020-09-28,PLN,4.586495
2020-09-29,PLN,4.528699
2020-09-30,PLN,4.530875
2020-10-01,PLN,4.48154
2020-10-02,PLN,4.503449
2020-10-03,PLN,4.503507
2020-10-04,PLN,4.500508
2020-10-05,PLN,4.49453
2020-10-06,PLN,4.490804
2020-10-07,PLN,4.483247
2020-10-08,PLN,4.487131
2020-10-09,PLN,4.470115
2020-10-10,PLN,4.470701
2020-10-11,PLN,4.465969
2020-10-12,PLN,4.457233
2020-10-13,PLN,4.494367
2020-10-14,PLN,4.514825
2020-10-15,PLN,4.544012
2020-10-16,PLN,4.548367
2020-10-17,PLN,4.547799
2020-10-18,PLN,4.546851
2020-10-19,PLN,4.57217
2020-10-20,PLN,4.562765
2020-10-21,PLN,4.570249
2020-10-22,PLN,4.572431
2020-10-23,PLN,4.567959
2020-10-24,PLN,4.568806
2020-10-25,PLN,4.56883
2020-10-26,PLN,4.579095
2020-10-27,PLN,4.586285
2020-10-28,PLN,4.631875
2020-10-29,PLN,4.625765
2020-10-30,PLN,4.618974
2020-10-31,PLN,4.619796
2020-11-01,PLN,4.607838
2020-11-02,PLN,4.601232
2020-11-03,PLN,4.542664
2020-11-04,PLN,4.538562
2020-11-05,PLN,4.52742
2020-11-06,PLN,4.501578
2020-11-07,PLN,4.501673
2020-11-08,PLN,4.504658
2020-11-09,PLN,4.481579
2020-11-10,PLN,4.500505
2020-11-11,PLN,4.482345
2020-11-12,PLN,4.49096
2020-11-13,PLN,4.481153
2020-11-14,PLN,4.483508
2020-11-15,PLN,4.484271
2020-11-16,PLN,4.470129
2020-11-17,PLN,4.489516
2020-11-18,PLN,4.466406
2020-11-19,PLN,4.469377
2020-11-20,PLN,4.47039
2020-11-21,PLN,4.470445
2020-11-22,PLN,4.466842
2020-11-23,PLN,4.470654
2020-11-24,PLN,4.465127
2020-11-25,PLN,4.464583
2020-11-26,PLN,4.475702
2020-11-27,PLN,4.483314
2020-11-28,PLN,4.483595
2020-11-29,PLN,4.488852
2020-11-30,PLN,4.479056
2020-12-01,PLN,4.449515
2020-12-02,PLN,4.477658
2020-12-03,PLN,4.469439
2020-12-04,PLN,4.46989
2020-12-05,PLN,4.46989
2020-12-06,PLN,4.470815
2020-12-07,PLN,4.474482
2020-12-08,PLN,4.448405
2020-12-09,PLN,4.43343
2020-12-10,PLN,4.42734
2020-12-11,PLN,4.44684
2020-12-12,PLN,4.446877
2020-12-13,PLN,4.443412
2020-12-14,PLN,4.440812
2020-12-15,PLN,4.439625
2020-12-16,PLN,4.438473
2020-12-17,PLN,4.439255
2020-12-18,PLN,4.472915
2020-12-19,PLN,4.472915
2020-12-20,PLN,4.478778
2020-12-21,PLN,4.496167
2020-12-22,PLN,4.50546
2020-12-23,PLN,4.503364
2020-12-24,PLN,4.502832
2020-12-25,PLN,4.508582
2020-12-26,PLN,4.508582
2020-12-27,PLN,4.501784
2020-12-28,PLN,4.492649
2020-12-29,PLN,4.537993
2020-12-30,PLN,4.580662
2020-12-31,PLN,4.561153
2021-01-01,PLN,4.570522
2021-01-02,PLN,4.555199
2021-01-03,PLN,4.561864
2021-01-04,PLN,4.556825
2021-01-05,PLN,4.535808
2021-01-06,PLN,4.5237
2021-01-07,PLN,4.518626
2021-01-08,PLN,4.509995
2021-01-09,PLN,4.513164
2021-01-10,PLN,4.512085
2021-01-11,PLN,4.524781
2021-01-12,PLN,4.522173
2021-01-13,PLN,4.540579
2021-01-14,PLN,4.541078
2021-01-15,PLN,4.534625
2021-01-16,PLN,4.533069
2021-01-17,PLN,4.537931
2021-01-18,PLN,4.535688
2021-01-19,PLN,4.534362
2021-01-20,PLN,4.534999
2021-01-21,PLN,4.532503
2021-01-22,PLN,4.540845
2021-01-23,PLN,4.540845
2021-01-24,PLN,4.538626
2021-01-25,PLN,4.540262
2021-01-26,PLN,4.543252
2021-01-27,PLN,4.548521
2021-01-28,PLN,4.541594
2021-01-29,PLN,4.522586
2021-01-30,PLN,4.5226
2021-01-31,PLN,4.520081
2021-02-01,PLN,4.510487
2021-02-02,PLN,4.481332
2021-02-03,PLN,4.484953
2021-02-04,PLN,4.500677
2021-02-05,PLN,4.483452
2021-02-06,PLN,4.483452
2021-02-07,PLN,4.487765
2021-02-08,PLN,4.476167
2021-02-09,PLN,4.47502
2021-02-10,PLN,4.49128
2021-02-11,PLN,4.502609
2021-02-12,PLN,4.497182
2021-02-13,PLN,4.4975
2021-02-14,PLN,4.498463
2021-02-15,PLN,4.484202
2021-02-16,PLN,4.494299
2021-02-17,PLN,4.491552
2021-02-18,PLN,4.489186
2021-02-19,PLN,4.485344
2021-02-20,PLN,4.485473
2021-02-21,PLN,4.485274
2021-02-22,PLN,4.494269
2021-02-23,PLN,4.507889
2021-02-24,PLN,4.506586
2021-02-25,PLN,4.518762
2021-02-26,PLN,4.521356
2021-02-27,PLN,4.521364
2021-02-28,PLN,4.52107
2021-03-01,PLN,4.534297
2021-03-02,PLN,4.539833
2021-03-03,PLN,4.543449
2021-03-04,PLN,4.563065
2021-03-05,PLN,4.589873
2021-03-06,PLN,4.589873
2021-03-07,PLN,4.587914
2021-03-08,PLN,4.597518
2021-03-09,PLN,4.569632
2021-03-10,PLN,4.576383
2021-03-11,PLN,4.583378
2021-03-12,PLN,4.58252
2021-03-13,PLN,4.582457
2021-03-14,PLN,4.582274
2021-03-15,PLN,4.590306
2021-03-16,PLN,4.595688
2021-03-17,PLN,4.596724
2021-03-18,PLN,4.621178
2021-03-19,PLN,4.631512
2021-03-20,PLN,4.631512
2021-03-21,PLN,4.622134
2021-03-22,PLN,4.596466
2021-03-23,PLN,4.619237
2021-03-24,PLN,4.627801
2021-03-25,PLN,4.633721
2021-03-26,PLN,4.641981
2021-03-27,PLN,4.641981
2021-03-28,PLN,4.634635
2021-03-29,PLN,4.668054
2021-03-30,PLN,4.657237
2021-03-31,PLN,4.631554
2021-04-01,PLN,4.589208
2021-04-02,PLN,4.595239
2021-04-03,PLN,4.59477
2021-04-04,PLN,4.603729
2021-04-05,PLN,4.590995
2021-04-06,PLN,4.590934
2021-04-07,PLN,4.57371
2021-04-08,PLN,4.544746
2021-04-09,PLN,4.530932
2021-04-10,PLN,4.544337
2021-04-11,PLN,4.532092
2021-04-12,PLN,4.532008
2021-04-13,PLN,4.566358
2021-04-14,PLN,4.554885
2021-04-15,PLN,4.552076
2021-04-16,PLN,4.543108
2021-04-17,PLN,4.5427
2021-04-18,PLN,4.54279
2021-04-19,PLN,4.551302
2021-04-20,PLN,4.552352
2021-04-21,PLN,4.556225
2021-04-22,PLN,4.564658
2021-04-23,PLN,4.556356
2021-04-24,PLN,4.555847
2021-04-25,PLN,4.551612
2021-04-26,PLN,4.557991
2021-04-27,PLN,4.569282
2021-04-28,PLN,4.576496
2021-04-29,PLN,4.5676
2021-04-30,PLN,4.55933
2021-05-01,PLN,4.556703
2021-05-02,PLN,4.559914
2021-05-03,PLN,4.542569
2021-05-04,PLN,4.555111
2021-05-05,PLN,4.571917
2021-05-06,PLN,4.570862
2021-05-07,PLN,4.552157
2021-05-08,PLN,4.552157
2021-05-09,PLN,4.553129
2021-05-10,PLN,4.56102
2021-05-11,PLN,4.541351
2021-05-12,PLN,4.55498
2021-05-13,PLN,4.526907
2021-05-14,PLN,4.528352
2021-05-15,PLN,4.528902
2021-05-16,PLN,4.528938
2021-05-17,PLN,4.528709
2021-05-18,PLN,4.523455
2021-05-19,PLN,4.524884
2021-05-20,PLN,4.492477
2021-05-21,PLN,4.496874
2021-05-22,PLN,4.496874
2021-05-23,PLN,4.493854
2021-05-24,PLN,4.483999
2021-05-25,PLN,4.483069
2021-05-26,PLN,4.501453
2021-05-27,PLN,4.491252
2021-05-28,PLN,4.48529
2021-05-29,PLN,4.485299
2021-05-30,PLN,4.48361
2021-05-31,PLN,4.478995
2021-06-01,PLN,4.461762
2021-06-02,PLN,4.456963
2021-06-03,PLN,4.458577
2021-06-04,PLN,4.460457
2021-06-05,PLN,4.460197
2021-06-06,PLN,4.458318
2021-06-07,PLN,4.465206
2021-06-08,PLN,4.463012
2021-06-09,PLN,4.471764
2021-06-10,PLN,4.468442
2021-06-11,PLN,4.50235
2021-06-12,PLN,4.501684
2021-06-13,PLN,4.498481
2021-06-14,PLN,4.516508
2021-06-15,PLN,4.526887
2021-06-16,PLN,4.525673
2021-06-17,PLN,4.558258
2021-06-18,PLN,4.552618
2021-06-19,PLN,4.552944
2021-06-20,PLN,4.553213
2021-06-21,PLN,4.527916
2021-06-22,PLN,4.514515
2021-06-23,PLN,4.530643
2021-06-24,PLN,4.518746
